Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Description,Website
046474,ANTH,398,Selected Topics in Anthropology,3.00,LEC,Lecture,Prerequisite: ANTH202 or equivalent; minimum 3 additional credits of 200-level ANTH.,UGRD,,Check academic program site,
046475,ANTH,399,SELECTED TOPICS/ANTHROPOLOGY,6.00,LEC,Lecture,,UGRD,,Check academic program site,
046476,ANTH,494,NEW TOPICS IN ANTHROPOLOGY,6.00,LEC,Lecture,,UGRD,,Check academic program site,
046477,ANTH,498,ADVANCED TOPICS ANTHROPOLOGY,3.00,LEC,Lecture,Prerequisite: ANTH301 plus a minimum 9 credits of 300-level Anthropology courses.,UGRD,,Check academic program site,
046478,ANTH,499,ADVANCED TOPICS/ANTHROPOLOGY,6.00,LEC,Lecture,,UGRD,,Check academic program site,
047227,ANTH,384,Food and Sustainability,3.00,LEC,Lecture,Prerequisite: ANTH202 or equivalent; minimum 3 additional credits of 200-level ANTH.,UGRD,SOCI384 = SOCI398J,Check academic program site,
047227,ANTH,384,Food and Sustainability,3.00,LEC,Lecture,Prerequisite: ANTH202 or equivalent; minimum 3 additional credits of 200-level ANTH.,UGRD,,Check academic program site,
047243,ANTH,444,International Indigenism,3.00,LEC,Lecture,Prerequisite:  ANTH301 plus a minimum 9 credits of 300-level Anthropology courses.,UGRD,ANTH 444 = ANTH 498M,Check academic program site,
047244,ANTH,450,Social Economy and Sustainable Futures,3.00,LEC,Lecture,Prerequisite:  ANTH301 plus a minimum 9 credits of 300-level Anthropology courses.,UGRD,,Community Service Learning & Group project,
047800,ANTH,252,Food and Culture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
048300,ANTH,277,"Contemporary Issues in Economy, Society, and Biodiversity",3.00,LEC,Lecture,,UGRD,SOCI 277= ANTH 277 = SOCI 377,Check academic program site,
048317,ANTH,319,Socio-Environmental Issues,3.00,LEC,Lecture,"Prerequisite: N.B. (1) - 300-level courses are open to students who have successfully completed ANTH202 or equivalent, plus at least 3 credits of 200-level Anthropology courses.",UGRD,ANTH 319 = SOCI 319,Check academic program site,
048333,ANTH,483,Nationalism and Racism,3.00,LEC,Lecture,Prerequisite: ANTH301 plus a minimum 9 credits of 300-level Anthropology courses.,UGRD,ANTH 483 = SOCI 483,Check academic program site,
048818,ANTH,343,Media Ethnographies,3.00,LEC,Lecture,Prerequisite: ANTH202 or equivalent; minimum 3 additional credits of 200-level ANTH.,UGRD,,Check academic program site,
049173,ANTH,693,Essay Proposal,3.00,RSC,Research,,GRAD,,Check academic program site,
049174,ANTH,694,Bibliographic Research,6.00,RSC,Research,,GRAD,,Check academic program site,
049185,ANTH,484,Surveillance Studies,3.00,LEC,Lecture,Prerequisite: ANTH301 plus a minimum 9 credits 300-level Anthropology courses.,UGRD,SOCI484 = ANTH484,Check academic program site,
049187,ANTH,427,Thinking Beyond Humans,3.00,LEC,Lecture,Prerequisite: ANTH301 plus a minimum 9 credits of 300-level Anthropology courses.,UGRD,,Check academic program site,
049506,ANTH,695,Essay,15.00,LEC,Lecture,,GRAD,,Check academic program site,
049577,ANTH,255,The Caribbean: History and Political Economy,3.00,LEC,Lecture,,UGRD,,Check academic program site,
049628,ANTH,464,Advanced Studies in Law and Society,3.00,LEC,Lecture,Prerequisite: ANTH301 plus a minimum 9 credits of 300-level Anthropology courses.,UGRD,,Check academic program site,
050014,ANTH,405,Cultural Imperialism,3.00,LEC,Lecture,Prerequisite:  ANTH301 plus a minimum 9 credits of 300-level Anthropology courses.,UGRD,ANTH405 = SOCI405,Check academic program site,
000981,ANTZ,202,Introduction to Culture,3.00,LEC,Lecture,,UGRD,ANTH 202 = ANTH C211,Check academic program site,
000981,ANTZ,202,Introduction to Culture,3.00,TUT,Tutorial,,UGRD,ANTH 202 = ANTH C211,Check academic program site,
001217,APLI,601,PHONOLOGY,3.00,LEC,Lecture,"Prerequisite: APLI604, previously or concurrently.",GRAD,,"Evaluation of pronunciation textbooks; assessment of teaching techniques for pronunciation instructions; preparation of teaching materials targeting L2 pronunciation; analysis of L2 learner data; use of computer-assisted tools for pronunciation teaching and learning; conduct needs analysis (e.g., based on pronunciation problems in a specific learning context)",
001219,APLI,604,APPLIED LANGUAGE STUDIES,3.00,LEC,Lecture,,GRAD,,"Analysis of language data (e.g., phonological, morphosyntactic phenomena); synthesize research for various presentation formats: abstract, reviews, 3-min./10-min/20-min oral presentations, research papers, etc.;",
001221,APLI,610,Teaching and Learning Second Language Vocabulary,3.00,LEC,Lecture,Prerequisite: APLI604 previously or concurrently.,GRAD,,"Students complete projects that has direct social impact: 1) a vocabulary language task for social justice education, which they can apply in their own teaching; 2) a digital presentation in which they demonstrate how to use computer tools to teach vocabulary, which is made available online for the community; 3) a research paper or a professional magazine article which students are encourage to submit for publication",
001224,APLI,616,PEDAGOGICAL GRAMMAR,3.00,LEC,Lecture,"Prerequisite: APLI604, previously or concurrently.",GRAD,,"Final teaching research project: design, implement, and evaluate the teaching of an original set of materials on a grammar feature; write up the analysis in a final report",
001226,APLI,621,ISSUES IN L2 ACQUISITION,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001227,APLI,623,SOCIO ASP BILING & MULTILING,3.00,LEC,Lecture,,GRAD,,Students complete a project targeting a sociolinguistic topic of their choice. The project can be either data driven (based on language data collected by students) or conceptual (involving a critical review of relevant issues on a given topic). Students write up the results of this project in a brief report format and present its content in a 10-minute presentation.,
001228,APLI,624,PSYC LING ASP OF SLA,3.00,LEC,Lecture,"Prerequisite: APLI660, previously or concurrently.",GRAD,,Check academic program site,
001229,APLI,627,INDIVIDUAL DIFFERENCE IN SLA,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001230,APLI,630,L2 SYLLABUS DES&CURR PLAN,3.00,LEC,Lecture,,GRAD,,Students conduct a needs analysis based on a language program in their community with the aim to improve language instruction. They also complete a final project: design language curriculum based on the needs analysis. Knowledge of theories learned during the course is disseminated through a digital presentation and a blog post or research paper which students are encouraged to publish online and/or submit for publication,
001233,APLI,634,CROSS-LINGUISTIC INFLUENCE,3.00,LEC,Lecture,Prerequisite: APLI604,GRAD,,"Final research project: students design and pilot (collect data) a study, and analyze and write up results; many students present their findings at the annual Graduate Student Symposium",
001234,APLI,635,LANGUAGE ASSESSMENT,3.00,LEC,Lecture,,GRAD,,"Students complete projects in which they analyze and deconstruct existing language assessments, as well as writing blueprints for language assessments in specific contexts of their own choice",
001235,APLI,636,LANGUAGE AWARENESS,3.00,LEC,Lecture,,GRAD,,Students research and teach language awareness techniques to the entire class.,
001236,APLI,638,READING COURSE IN APLI II,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001238,APLI,643,PRAGMATICS & 2ND LANG TEACH,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001239,APLI,644,TECHNOLOGY IN LANG. TEACHING,3.00,LEC,Lecture,,GRAD,,"Design, create and assess pedagogical materials involving reading and writing (including lesson plans, activities, textbooks, virtual learning environments, website, games, etc.); final projects: develop a full-fledged virtual learning environment and a research project to implement computer technology in language teaching and/or learning",
001240,APLI,646,LITERACY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001241,APLI,647,SUPERVISION OF PRACT.TEACH,3.00,LEC,Lecture,,GRAD,,Students observe and assist novice ESL teachers and provide one-on-one mentoring.,
001242,APLI,651,SPECIAL TOPICS COURSE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001256,APLI,652,SPECIAL TOPICS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001259,APLI,653,SPECIAL TOPICS IN APLI III,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001260,APLI,654,SPECIAL TOPICS IN APLI IV,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001263,APLI,655,SPECIAL TOPICS IN APLI V,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001265,APLI,656,SPECIAL TOPICS IN APLI VI,6.00,LEC,Lecture,,GRAD,,Check academic program site,
001268,APLI,660,RESEARCH METHODS,3.00,LEC,Lecture,,GRAD,,"Students engage in a project leading to a proposal for an MA-level research study. The research proposal consists of two parts: (a) review of the literature and (b) method section, organized as a single, coherent document. The research proposal also includes an oral presentation, and a response to peer feedback document.",
001269,APLI,671,RDG CRS/APPL LINGUISTICS I,3.00,REA,Reading,,GRAD,,Check academic program site,
001290,APLI,672,RDG CRS/APPL LINGUISTICS II,3.00,REA,Reading,,GRAD,,Check academic program site,
001303,APLI,673,READING COURSE/APPL LING III,3.00,REA,Reading,,GRAD,,Check academic program site,
001308,APLI,674,READING COURSE/APPL LING IV,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001313,APLI,675,READING COURSE IN APLI V,6.00,REA,Reading,,GRAD,,Check academic program site,
001317,APLI,690,THESIS PROPOSAL,3.00,THE,Thesis Research,,GRAD,,Check academic program site,
001321,APLI,696,RESEARCH PAPER,6.00,THE,Thesis Research,,GRAD,,Check academic program site,
040072,APLI,691,THESIS,18.00,THE,Thesis Research,,GRAD,,Check academic program site,
040073,APLI,691B,THESIS,18.00,LEC,Lecture,,GRAD,,Check academic program site,
040074,APLI,696B,RESEARCH PAPER,6.00,LEC,Lecture,,GRAD,,Check academic program site,
044005,APLI,696C,RESEARCH PAPER,12.00,LEC,Lecture,,GRAD,,Check academic program site,
047423,APLI,625,Second Language Speaking and Listening,3.00,LEC,Lecture,,GRAD,,Check academic program site,
047618,APLI,641,RESEARCH METHODS II,3.00,LAB,Laboratory,Prerequisite: APLI 660.,GRAD,,Check academic program site,
047618,APLI,641,RESEARCH METHODS II,3.00,LEC,Lecture,Prerequisite: APLI 660.,GRAD,,Check academic program site,
047978,APLI,626,VARIATIONIST SECOND LANGUAGE ACQUISITION,3.00,LEC,Lecture,,GRAD,,"Conceptualize, design and implement a pilot study using variationist analytical tools; review and critique studies in the field; create sociolinguistically-influenced pedagogical materials for language teaching",
001377,APSS,487,INDEPENDENT STUDY IN APSS,3.00,LEC,Lecture,,UGRD,,Check academic program site,
001400,APSS,696,INDEPENDENT STUDY II,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046479,APSS,298,SELECTED TOPICS IN APSS,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046480,APSS,398,SELECTED TOPICS IN APSS,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046481,APSS,399,SELECTED TOPICS IN APSS,6.00,LEC,Lecture,,UGRD,,Check academic program site,
046482,APSS,498,ADVANCED TOPICS IN APSS,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046483,APSS,499,ADVANCED TOPICS IN APSS,6.00,LEC,Lecture,,UGRD,,Check academic program site,
046484,APSS,681,SPECIAL TOPICS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046485,APSS,682,SPECIAL TOPICS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001566,ART,420,SPECIAL TOPICS IN STUDIO ART,6.00,LEC,Lecture,,UGRD,,Check academic program site,
040089,ART,448,SPECIAL TOPICS IN ART HIST,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046486,ART,449,SPECIAL TOPICS IN ART HIST,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046487,ART,480,SPEC TOPICS IN STUDIO ARTS,6.00,LEC,Lecture,,UGRD,,Check academic program site,
046488,ART,485,SPECIAL TOPICS IN STUDIO ART,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046489,ART,486,SPECIAL TOPICS IN STUDIO ART,3.00,LEC,Lecture,,UGRD,,Check academic program site,
001766,ARTE,201,Art in Early Childhood I,3.00,STU,Studio,,UGRD,,,
001768,ARTE,220,Foundations of Art Education,3.00,STU,Studio,   Never Taken: ARTE230,UGRD,,Check academic program site,
001769,ARTE,230,Practicum: Observation and Analysis of Children?s Learning,3.00,STU,Studio,   Course Prerequisite: ARTE220; Never Taken: ARTE320,UGRD,,Check academic program site,
001771,ARTE,320,Multidisciplinary Approaches to Art and Teaching,3.00,STU,Studio,   Course Prerequisite: ARTE230; Never Taken/Not Registered: ARTE300; Never Taken: ARTE330,UGRD,,Check academic program site,
001772,ARTE,330,Introduction to Community Art Education,3.00,STU,Studio,   Course Prerequisite: ARTE320; Never Taken/Not Registered: ARTE300; Never Taken: ARTE420,UGRD,,Check academic program site,
001773,ARTE,340,Art Education for Adolescents and Adults,3.00,LEC,Lecture,You must have completed a minimum amount of 24 credits.,UGRD,,Check academic program site,
001774,ARTE,352,Light?Based Media,3.00,STU,Studio,; Never Taken/Not Registered: ARTE430  You must have completed a minimum amount of 24 credits.,UGRD,,Check academic program site,
001775,ARTE,354,Time?Based Media,3.00,STU,Studio,; Never Taken/Not Registered: ARTE430  You must have completed a minimum amount of 24 credits.,UGRD,ARTE 354 = ARTE 430,Check academic program site,
001797,ARTE,420,Art Education for Elementary School,3.00,STU,Studio,   Course Prerequisite: ARTE330,UGRD,,Check academic program site,
001798,ARTE,421,Practicum in the Elementary School,3.00,PRA,Practicum/Intership/work term,   Course Prerequisite: ARTE330,UGRD,,Check academic program site,
001799,ARTE,422,Art Education in the Secondary School I,3.00,LEC,Lecture,"   Course Prerequisite: ARTE420, ARTE421",UGRD,,Check academic program site,
001800,ARTE,423,Practicum in the Secondary School I,3.00,PRA,Practicum/Intership/work term,"   Course Prerequisite: ARTE420, EDUC200, ARTE421",UGRD,,Check academic program site,
001801,ARTE,424,Art Education in the Secondary School II,3.00,LEC,Lecture,   Course Prerequisite: ARTE422,UGRD,,Check academic program site,
001802,ARTE,425,Practicum in the Secondary School II,9.00,PRA,Practicum/Intership/work term,   Course Prerequisite: ARTE423,UGRD,,Check academic program site,
001804,ARTE,432,Community Art Education: Theory and Practice,3.00,STU,Studio,   Course Prerequisite: ARTE330,UGRD,,Check academic program site,
001805,ARTE,434,Professional Practice for Art Educators,3.00,STU,Studio,"You must complete 1 of the following rules   Course Prerequisite: ARTE420, ARTE432",UGRD,ARTE 434 = ARTE 400,Check academic program site,
001828,ARTE,606,STUDIO INQUIRY,3.00,LAB,Laboratory,"   Never Taken/Not Registered: ARTE607, ARTE608, ARTE609",GRAD,,Check academic program site,
001828,ARTE,606,STUDIO INQUIRY,3.00,STU,Studio,"   Never Taken/Not Registered: ARTE607, ARTE608, ARTE609",GRAD,,Check academic program site,
001829,ARTE,607,STUDIO INQUIRY,3.00,LAB,Laboratory,"   Course Prerequisite: ARTE606; Never Taken/Not Registered: ARTE608, ARTE609",GRAD,,Check academic program site,
001829,ARTE,607,STUDIO INQUIRY,3.00,STU,Studio,"   Course Prerequisite: ARTE606; Never Taken/Not Registered: ARTE608, ARTE609",GRAD,,Check academic program site,
001830,ARTE,608,STUDIO INQUIRY,3.00,LAB,Laboratory,   Course Prerequisite: ARTE607; Never Taken/Not Registered: ARTE609,GRAD,,Check academic program site,
001830,ARTE,608,STUDIO INQUIRY,3.00,STU,Studio,   Course Prerequisite: ARTE607; Never Taken/Not Registered: ARTE609,GRAD,,Check academic program site,
001831,ARTE,609,STUDIO INQUIRY,3.00,LAB,Laboratory,   Course Prerequisite: ARTE608,GRAD,,Check academic program site,
001831,ARTE,609,STUDIO INQUIRY,3.00,STU,Studio,   Course Prerequisite: ARTE608,GRAD,,Check academic program site,
001833,ARTE,610,STUDIO INQUIRY,3.00,LAB,Laboratory,Course Prerequisite: ARTE 609,GRAD,,Check academic program site,
001833,ARTE,610,STUDIO INQUIRY,3.00,STU,Studio,Course Prerequisite: ARTE 609,GRAD,,Check academic program site,
001834,ARTE,611,STUDIO INQUIRY,3.00,LAB,Laboratory,Course Prerequisite: ARTE 610,GRAD,,Check academic program site,
001834,ARTE,611,STUDIO INQUIRY,3.00,STU,Studio,Course Prerequisite: ARTE 610,GRAD,,Check academic program site,
001871,ARTE,664,INDEPENDENT STUDY,3.00,SEM,Seminar,,GRAD,,Check academic program site,
001872,ARTE,665,INDEPENDENT STUDY,3.00,SEM,Seminar,,GRAD,,Check academic program site,
001874,ARTE,670,CRIT. PERSPEC./ART ED. HIST.,3.00,SEM,Seminar,,GRAD,,Check academic program site,
001875,ARTE,672,ADVANCED CRITICAL ANALYSIS,3.00,SEM,Seminar,   Course Prerequisite: ARTE670,GRAD,,Check academic program site,
001876,ARTE,680,FOUNDATIONS FOR INQUIRY,3.00,SEM,Seminar,,GRAD,,Check academic program site,
001878,ARTE,682,RESEARCH PRACTICE,3.00,SEM,Seminar,   Course Prerequisite: ARTE680,GRAD,,Check academic program site,
001885,ARTE,698,THESIS,12.00,LEC,Lecture,,GRAD,,Check academic program site,
001887,ARTE,806,INQUIRY THROUGH ART PRODUCT.,3.00,LAB,Laboratory,,GRAD,,Check academic program site,
001887,ARTE,806,INQUIRY THROUGH ART PRODUCT.,3.00,STU,Studio,,GRAD,,Check academic program site,
001896,ARTE,850,SELECTED TOPICS IN ARTE	,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001902,ARTE,867,DIRECTED STUDIES IN ARTE I,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001903,ARTE,868,DIRECTED STUDIES IN ARTE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
001905,ARTE,884,DOCTORAL RESEARCH SEMINAR,3.00,LEC,Lecture,   Course Prerequisite: ARTE882,GRAD,,Check academic program site,
001906,ARTE,890,THESIS,63.00,LEC,Lecture,,GRAD,,Check academic program site,
001907,ARTE,890A,RESEARCH AND THESIS,63.00,LEC,Lecture,,GRAD,,Check academic program site,
040098,ARTE,698A,THESIS,24.00,LEC,Lecture,,GRAD,,Check academic program site,
040099,ARTE,807,INQUIRY THROUGH ART PRODUCT.,3.00,LAB,Laboratory,Course Prerequisite: ARTE 806,GRAD,,Check academic program site,
040099,ARTE,807,INQUIRY THROUGH ART PRODUCT.,3.00,STU,Studio,Course Prerequisite: ARTE 806,GRAD,,Check academic program site,
040127,ARTE,870,INTRO TO CRITICAL ANALYSIS,3.00,SEM,Seminar,,GRAD,,Check academic program site,
040128,ARTE,872,ADVANCED CRITICAL ANALYSIS,3.00,SEM,Seminar,,GRAD,,Check academic program site,
040129,ARTE,882,RESEARCH PRACTICE,3.00,SEM,Seminar,,GRAD,,Check academic program site,
046490,ARTE,302,SPEC TOPICS IN ART EDUCATION,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046491,ARTE,303,SPEC TOPICS IN ART EDUCATION,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046492,ARTE,398,SPECIAL TOPICS IN ARTE	,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046493,ARTE,401,SPECIAL TOPICS-ART EDUCATION,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046494,ARTE,402,SPECIAL TOP IN ART EDUCATION,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046495,ARTE,498,TOPICS IN MEDIA/TECHNOLOGY	,3.00,LEC,Lecture,You must have completed a minimum amount of 24 credits.,UGRD,,Check academic program site,
046496,ARTE,660,SELECTED TOPICS IN ARTE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
049819,ARTE,880,Foundations for Inquiry,3.00,SEM,Seminar,,GRAD,,Check academic program site,
001925,ARTH,200,Perspectives of Art History,6.00,LEC,Lecture,,UGRD,,Check academic program site,
001925,ARTH,200,Perspectives of Art History,6.00,TUT,Tutorial,,UGRD,,Check academic program site,
001937,ARTH,262,Aspects of the History of Drawing,3.00,LEC,Lecture,,UGRD,ARTH 262 = ARTH 347,Check academic program site,
001938,ARTH,263,ASPECTS/HISTORY OF PRINT,3.00,LEC,Lecture,,UGRD,,Check academic program site,
001939,ARTH,264,ASPECTS/HISTORY CERAMICS,3.00,LEC,Lecture,,UGRD,ARTH 264 = ARTH 320,Check academic program site,
001941,ARTH,266,ASPECTS/HISTORY FIBRE ART,3.00,LEC,Lecture,,UGRD,ARTH 266 = ARTH 322,Check academic program site,
001942,ARTH,267,Aspects of the History of Photography,3.00,LEC,Lecture,   Never Taken/Not Registered: PHOT250,UGRD,ARTH 234 = ARTH 268,Check academic program site,
001944,ARTH,270,Icons of Architectural History,3.00,LEC,Lecture,,UGRD,,Check academic program site,
001945,ARTH,271,Introduction to Canadian Art,3.00,LEC,Lecture,   Never Taken/Not Registered: ARTH370,UGRD,,Check academic program site,
001946,ARTH,272,From Realism to Abstraction in Canadian Art,3.00,LEC,Lecture,,UGRD,,Check academic program site,
001950,ARTH,283,The Life and Work of,3.00,LEC,Lecture,,UGRD,,Check academic program site,
001972,ARTH,290,Art History and Archaeology,3.00,LEC,Lecture,,UGRD,ARTH 210 = ARTH 290,Check academic program site,
001993,ARTH,300,Art Historical Methods,3.00,LEC,Lecture,   Course Prerequisite: ARTH200,UGRD,,Check academic program site,
001993,ARTH,300,Art Historical Methods,3.00,TUT,Tutorial,   Course Prerequisite: ARTH200,UGRD,,Check academic program site,
002006,ARTH,348,SPECIAL TOPICS IN ART & FILM,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002013,ARTH,349,STUDIES/HISTORY OF THE PRINT,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002015,ARTH,350,Studies in the History of Ceramics,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002016,ARTH,351,Studies in the History of Sculpture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002017,ARTH,352,Studies in the History of Fibre Art,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002018,ARTH,353,Technology and Contemporary Art,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002019,ARTH,354,STUDIES/INTERDISC.VISUAL ART,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002020,ARTH,355,Studies in Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002021,ARTH,356,STUDIES/MATERIALS-PROCESSES,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002022,ARTH,357,STUDIES HIST.CRAFT/DECO.ARTS,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002023,ARTH,358,STUDIES HIST. MEDIA ART,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002024,ARTH,359,Studies in Contemporary Photographic Art,3.00,LEC,Lecture,   Never Taken/Not Registered: PHOT250,UGRD,ARTH 359 = PHOT 250,Check academic program site,
002025,ARTH,360,STUDIES ANC.GREEK ART/ARCH.,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002026,ARTH,361,Studies in Ancient Roman Art and Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002027,ARTH,362,Studies in Early Christian and Byzantine Art and Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002028,ARTH,363,Studies in Medieval Art and Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002029,ARTH,364,Studies in Renaissance Art and Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002030,ARTH,365,Studies in 17th? and 18th?Century Art and Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002031,ARTH,366,Studies in 19th?Century Art and Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002032,ARTH,367,Studies in 20th?Century Art and Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002033,ARTH,368,STUDIES CONTEMP. ART/ARCH.,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002034,ARTH,369,Studies in Middle Eastern Art and Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002035,ARTH,370,Studies in Canadian Art,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002036,ARTH,371,Studies in Canadian Architecture,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002038,ARTH,373,Issues in Contemporary Canadian Art,3.00,LEC,Lecture,,UGRD,ARTH 373 = ARTH 427,Check academic program site,
002039,ARTH,374,Architecture and Urbanism in Montreal,3.00,LEC,Lecture,   Never Taken/Not Registered: ARTH298M,UGRD,,Check academic program site,
002040,ARTH,375,Issues in the Montreal Art Milieu,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002041,ARTH,376,Topics in Indigenous Art,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002042,ARTH,379,Postcolonial Theory in Art History,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002043,ARTH,380,Histories of Art History,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002044,ARTH,381,Feminism and Art History,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002046,ARTH,383,ART AND PHILOSOPHY,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002047,ARTH,384,THEORIES OF REPRESENTATION	,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002050,ARTH,385,Colour: Theory and Application in the Visual Arts,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002051,ARTH,386,Art and the Viewer,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002052,ARTH,387,SEMINAR IN ART AND CRITICISM,3.00,LEC,Lecture,  You must complete 6 of the following rules   Must complete min number of credits: 6 in the subject.,UGRD,,Check academic program site,
002056,ARTH,388,Narration and Art,3.00,LEC,Lecture,,UGRD,ARTH 282 = ARTH 388,Check academic program site,
002057,ARTH,389,Issues in Ethnocultural Art Histories,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002058,ARTH,390,Art and the Museum,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002059,ARTH,391,Art and its Changing Contexts,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002060,ARTH,392,GENDER ISSUES IN ART & ARTH	,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002064,ARTH,394,INTENS. STUDY IN ART HIST. I,1.50,LEC,Lecture,,UGRD,,Check academic program site,
002066,ARTH,395,INTENS. STUDY IN ART HIST.II,1.50,LEC,Lecture,,UGRD,,Check academic program site,
002068,ARTH,396,ART AND CULTURE,3.00,LEC,Lecture,,UGRD,,Check academic program site,
002096,ARTH,400,Advanced Seminar in Art Historical Method,3.00,SEM,Seminar,for students who have completed 48 credits.,UGRD,,Check academic program site,
002097,ARTH,401,INDEPENDENT STUDIES IN ARTH,3.00,LEC,Lecture,You must have completed a minimum amount of 48 credits.,UGRD,,Check academic program site,
002100,ARTH,403,INTERNSHIP,3.00,LEC,Lecture,You must have completed a minimum amount of 48 credits.,UGRD,,Check academic program site,
002102,ARTH,415,TOPICS IN ARCHAEOLOGY,6.00,LEC,Lecture,,UGRD,ARTH 402 = ARTH 415,Check academic program site,
002116,ARTH,450,ADV. SEM. HIST. ART & ARCH.,3.00,SEM,Seminar,You must have completed a minimum amount of 48 credits.,UGRD,,Check academic program site,
002143,ARTH,610,SELECTED ISSUES IN NORTH AMERICAN ART AND ARCHITECTURAL HISTORY,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002176,ARTH,614,Issues and Topics in Craft Studies,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002177,ARTH,615,ISSUES IN POSTCOLONIAL THEORY IN ART AND ART HISTORY,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002181,ARTH,626,NATIONHOOD AND IDENTITY IN CANADIAN ART,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002187,ARTH,627,"FEMINISM, ART, ART HISTORY",3.00,LEC,Lecture,,GRAD,,Check academic program site,
002195,ARTH,632,HISTORIOGRAPHY/CDN ART HIST.,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002197,ARTH,633,CREATIVE AND CRITICAL LITERATURE IN ART HISTORY,3.00,SEM,Seminar,,GRAD,,Check academic program site,
002201,ARTH,634,METHODOLOGY & HISTORY OF ART,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002203,ARTH,635,TOPICS IN CANADIAN PAINTING,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002206,ARTH,636,SEMINAR IN CANADIAN ARCHITECTURE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
002215,ARTH,638,TOPICS IN CANADIAN PHOTOGRAPHY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
