"course","courseName","courseSubject","courseNumber","courseUrl","courseCredits","description"
"http://focu.io/data#ARTH612","CONTEXTUALIZING NORTH AMERICAN SCULPTURE: TOPICS IN HISTORY, THEORY AND PRACTICE","ARTH","612",,"3.0","Check academic program site"
"http://focu.io/data#ARTH613","Special Topics in Indigenous Art and Art History","ARTH","613",,"3.0","Check academic program site"
"http://focu.io/data#ARTH614","Issues and Topics in Craft Studies","ARTH","614",,"3.0","Check academic program site"
"http://focu.io/data#ARTH615","ISSUES IN POSTCOLONIAL THEORY IN ART AND ART HISTORY","ARTH","615",,"3.0","Check academic program site"
"http://focu.io/data#ARTH626","NATIONHOOD AND IDENTITY IN CANADIAN ART","ARTH","626",,"3.0","Check academic program site"
"http://focu.io/data#ARTH627","FEMINISM, ART, ART HISTORY","ARTH","627",,"3.0","Check academic program site"
"http://focu.io/data#ARTH632","HISTORIOGRAPHY/CDN ART HIST.","ARTH","632",,"3.0","Check academic program site"
"http://focu.io/data#ARTH633","CREATIVE AND CRITICAL LITERATURE IN ART HISTORY","ARTH","633",,"3.0","Check academic program site"
"http://focu.io/data#ARTH634","METHODOLOGY & HISTORY OF ART","ARTH","634",,"3.0","Check academic program site"
"http://focu.io/data#ARTH635","TOPICS IN CANADIAN PAINTING","ARTH","635",,"3.0","Check academic program site"
"http://focu.io/data#ARTH636","SEMINAR IN CANADIAN ARCHITECTURE","ARTH","636",,"3.0","Check academic program site"
"http://focu.io/data#ARTH638","TOPICS IN CANADIAN PHOTOGRAPHY","ARTH","638",,"3.0","Check academic program site"
"http://focu.io/data#ARTH639","ISSUES IN NORTH AMERICAN ARCHITECTURAL HISTORY","ARTH","639",,"3.0","Check academic program site"
"http://focu.io/data#ARTH640","ISSUES IN NORTH AMERICAN PHOTOGRAPHIC HISTORY","ARTH","640",,"3.0","Check academic program site"
"http://focu.io/data#ARTH641","ISSUES IN VISUAL AND MATERIAL CULTURE","ARTH","641",,"3.0","Check academic program site"
"http://focu.io/data#ARTH642","ASPECTS OF MEDIA AND NEW MEDIA","ARTH","642",,"3.0","Check academic program site"
"http://focu.io/data#ARTH643","TOPICS IN ART AND GLOBALIZATION","ARTH","643",,"3.0","Check academic program site"
"http://focu.io/data#ARTH644","SPEC PROBLEMS-CANADIAN ARTH","ARTH","644",,"3.0","Check academic program site"
"http://focu.io/data#ARTH645","SPEC PROBLEMS-CANADIAN ARTH","ARTH","645",,"3.0","Check academic program site"
"http://focu.io/data#ARTH647","INDEPENDENT STUDIES IN NORTH AMERICAN ART HISTORY","ARTH","647",,"3.0","Check academic program site"
"http://focu.io/data#ARTH648","ASPECTS OF MUSEUM AND CURATORIAL STUDIES: THEORY","ARTH","648",,"3.0","Check academic program site"
"http://focu.io/data#ARTH649","ASPECTS OF CURATORIAL PRACTICE","ARTH","649",,"3.0","Check academic program site"
"http://focu.io/data#ARTH650","SUPERVISED INTERNSHIP","ARTH","650",,"3.0","Check academic program site"
"http://focu.io/data#ARTH654","ANNOTATED REVIEW OF SOURCES AND DOCUMENTS","ARTH","654",,"3.0","Check academic program site"
"http://focu.io/data#ARTH655","THESIS SEMINAR","ARTH","655",,"3.0","Check academic program site"
"http://focu.io/data#ARTH801","PERIODS AND TERRITORIES","ARTH","801",,"3.0","Check academic program site"
"http://focu.io/data#ARTH802","CLASSIFICATION:GENRES/DISC.","ARTH","802",,"3.0","Check academic program site"
"http://focu.io/data#ARTH803","THEMATIC QUESTIONS","ARTH","803",,"3.0","Check academic program site"
"http://focu.io/data#ARTH804","WRITINGS ON ART","ARTH","804",,"3.0","Check academic program site"
"http://focu.io/data#ARTH805","EXAM. OF ARTISTIC CONTEXT	","ARTH","805",,"3.0","Check academic program site"
"http://focu.io/data#ARTH806","FORMAL AND SEMANTIC STUDIES","ARTH","806",,"3.0","Check academic program site"
"http://focu.io/data#ARTH807","DOCTORAL FORUM","ARTH","807",,"3.0","Check academic program site"
"http://focu.io/data#ARTH809","ART HISTORY AND ITS METHODOLOGIES I","ARTH","809",,"3.0","Check academic program site"
"http://focu.io/data#ARTH810","ProblÃ©matiques de l'histoire de l'art","ARTH","810",,"3.0","Check academic program site"
"http://focu.io/data#ARTT398","TOPICS/STUDIO:IDEAS & ISSUES","ARTT","398",,"3.0","Check academic program site"
"http://focu.io/data#ARTT471","Professional Internship I","ARTT","471",,"3.0","Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit."
"http://focu.io/data#ARTT472","Professional Internship II","ARTT","472",,"3.0","Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit."
"http://focu.io/data#ARTX398","Special Topics in Contemporary Studio Arts Practice","ARTX","398",,"3.0","Studio course"
"http://focu.io/data#ARTX491","Independent Study I","ARTX","491",,"3.0","This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a fullÃ¢ÂÂtime ARTX faculty member."
"http://focu.io/data#ARTX492","Independent Study II","ARTX","492",,"3.0","This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a fullÃ¢ÂÂtime ARTX faculty member. "
"http://focu.io/data#ASEM620","ART: IDEAS AND PRACTICES","ASEM","620",,"3.0","Check academic program site"
"http://focu.io/data#ASEM642","SEMINAR IN CONTEMPORARY ART","ASEM","642",,"3.0","Check academic program site"
"http://focu.io/data#ASEM644","TOPICS IN ART & IDEOLOGY","ASEM","644",,"3.0","Check academic program site"
"http://focu.io/data#ASEM645","TOPICS IN ART & CULTURE","ASEM","645",,"3.0","Check academic program site"
"http://focu.io/data#ASEM646","TOPICS IN ART & CULTURE","ASEM","646",,"3.0","Check academic program site"
"http://focu.io/data#ASEM652","TOPICS IN MEDIA ARTS","ASEM","652",,"3.0","Check academic program site"
"http://focu.io/data#ASEM654","ASPECTS CONTEMPORARY CINEMA","ASEM","654",,"3.0","Check academic program site"
"http://focu.io/data#ATRP301","An Introduction to Art Therapy","ATRP","301",,"3.0","Check academic program site"
"http://focu.io/data#ATRP600","READINGS IN ART THERAPY","ATRP","600",,"3.0","Check academic program site"
"http://focu.io/data#ATRP602","ASSESSMENT TECHNIQUES - ATRP","ATRP","602",,"3.0","Check academic program site"
"http://focu.io/data#ATRP603","SYMBOLIC IMAGERY & ATRP","ATRP","603",,"3.0","Check academic program site"
"http://focu.io/data#ATRP604","GROUP AND FAMILY ART THERAPY","ATRP","604",,"3.0","Check academic program site"
"http://focu.io/data#ATRP613","ART THERAPY PRACTICUM I","ATRP","613",,"3.0","Check academic program site"
"http://focu.io/data#ATRP614","ART THERAPY PRACTICUM II","ATRP","614",,"3.0","Check academic program site"
"http://focu.io/data#ATRP615","INDEPENDENT PRACTICUM","ATRP","615",,"3.0","Check academic program site"
"http://focu.io/data#ATRP620","Art Therapy Advanced Clinical Skills","ATRP","620",,"3.0","Check academic program site"
"http://focu.io/data#ATRP623","ADVANCED ATRP PRACTICUM I","ATRP","623",,"3.0","Check academic program site"
"http://focu.io/data#ATRP624","ADVANCED ATRP PRACTICUM II","ATRP","624",,"3.0","Check academic program site"
"http://focu.io/data#ATRP630","CHILD & ADOLESCENT ATRP","ATRP","630",,"3.0","Check academic program site"
"http://focu.io/data#ATRP693","RESEARCH IN ART THERAPY","ATRP","693",,"3.0","Check academic program site"
"http://focu.io/data#BCEE231","Structured Programming and Applications for Building and Civil Engineers","BCEE","231",,"3.0","Check academic program site"
"http://focu.io/data#BCEE342","Structural Analysis I","BCEE","342",,"3.0","Check academic program site"
"http://focu.io/data#BCEE343","Structural Analysis II","BCEE","343",,"3.0","Check academic program site"
"http://focu.io/data#BCEE344","Structural Design of Steel and Wood Elements","BCEE","344",,"3.0","Check academic program site"
"http://focu.io/data#BCEE345","Structural Design of Reinforced Concrete Elements","BCEE","345",,"3.0","Check academic program site"
"http://focu.io/data#BCEE371","Surveying","BCEE","371",,"3.0","Fieldwork"
"http://focu.io/data#BCEE451","Construction Engineering","BCEE","451",,"3.0","Check academic program site"
"http://focu.io/data#BCEE452","FUNDAMENTALS OF FINITE ELEMENT ANALYSIS OF STRUCTURES","BCEE","452",,"3.0","Check academic program site"
"http://focu.io/data#BCEE455","Introduction to Structural Dynamics","BCEE","455",,"3.0","Check academic program site"
"http://focu.io/data#BCEE464","Project Cost Estimating","BCEE","464",,"3.0","Check academic program site"
"http://focu.io/data#BCEE465","Construction Planning and Control","BCEE","465",,"3.0","Check academic program site"
"http://focu.io/data#BCEE466","Simulations and Design of Construction Operations","BCEE","466",,"3.0","Check academic program site"
"http://focu.io/data#BCEE478","Project Management for Construction","BCEE","478",,"3.0","Check academic program site"
"http://focu.io/data#BCEE491","Labour and Industrial Relations in Construction","BCEE","491",,"3.0","Check academic program site"
"http://focu.io/data#BCEE492","Construction Processes","BCEE","492",,"3.0","Check academic program site"
"http://focu.io/data#BCEE493","Legal Issues in Construction","BCEE","493",,"3.0","Check academic program site"
"http://focu.io/data#BIOL200","Fundamentals of Human Biology","BIOL","200",,"3.0","Check academic program site"
"http://focu.io/data#BIOL201","Introductory Biology","BIOL","201",,"3.0","Laboratory"
"http://focu.io/data#BIOL202","General Biology","BIOL","202",,"3.0","Check academic program site"
"http://focu.io/data#BIOL203","Fundamental Nutrition","BIOL","203",,"3.0","Check academic program site"
"http://focu.io/data#BIOL205","Introduction to Sustainability","BIOL","205",,"3.0","Check academic program site"
"http://focu.io/data#BIOL206","Elementary Genetics","BIOL","206",,"3.0","Check academic program site"
"http://focu.io/data#BIOL225","Form and Function of Organisms","BIOL","225",,"3.0","Check academic program site"
"http://focu.io/data#BIOL226","Biodiversity and Ecology","BIOL","226",,"3.0","Check academic program site"
"http://focu.io/data#BIOL227","Laboratory Studies in Biodiversity","BIOL","227",,"3.0","Laboratory"
"http://focu.io/data#BIOL261","Molecular and General Genetics","BIOL","261",,"3.0","Check academic program site"
"http://focu.io/data#BIOL266","Cell Biology","BIOL","266",,"3.0","Check academic program site"
"http://focu.io/data#BIOL298","Selected Topics in Biology","BIOL","298",,"3.0","Check academic program site"
"http://focu.io/data#BIOL321","Evolution","BIOL","321",,"3.0","Check academic program site"
"http://focu.io/data#BIOL322","Biostatistics","BIOL","322",,"3.0","Laboratory"
"http://focu.io/data#BIOL330","Vertebrate Biology","BIOL","330",,"3.0","Laboratory"
"http://focu.io/data#BIOL337","Invertebrate Biology","BIOL","337",,"3.0","Laboratory"
"http://focu.io/data#BIOL340","Plant Biology","BIOL","340",,"3.0","Laboratory"
"http://focu.io/data#BIOL350","The Ecology of Individuals","BIOL","350",,"3.0","Check academic program site"
"http://focu.io/data#BIOL351","Basic Population Ecology","BIOL","351",,"3.0","Computer lab"
"http://focu.io/data#BIOL353","Communities and Ecosystems","BIOL","353",,"3.0","Check academic program site"
"http://focu.io/data#BIOL354","Behavioural Ecology","BIOL","354",,"3.0","Check academic program site"
"http://focu.io/data#BIOL364","Cell Physiology","BIOL","364",,"3.0","Check academic program site"
"http://focu.io/data#BIOL366","Mechanisms of Development","BIOL","366",,"3.0","Check academic program site"
"http://focu.io/data#BIOL367","Molecular Biology","BIOL","367",,"3.0","Check academic program site"
"http://focu.io/data#BIOL368","Genetics and Cell Biology Laboratory","BIOL","368",,"3.0","Laboratory"
"http://focu.io/data#BIOL371","Microbiology","BIOL","371",,"3.0","Check academic program site"
"http://focu.io/data#BIOL380","Nutrition","BIOL","380",,"3.0","Check academic program site"
"http://focu.io/data#BIOL382","Comparative Animal Physiology","BIOL","382",,"3.0","Laboratory"
"http://focu.io/data#BIOL398","INTERMEDIATE TOPICS/BIOLOGY","BIOL","398",,"3.0","Field work"
"http://focu.io/data#BIOL421","Philosophical Foundation of Biology","BIOL","421",,"3.0","Check academic program site"
"http://focu.io/data#BIOL422","Advanced Statistics for Biological Sciences","BIOL","422",,"3.0","Computer lab"
"http://focu.io/data#BIOL423","Scientific Communication","BIOL","423",,"3.0","Workshops"
"http://focu.io/data#BIOL435","ADV TOP/RADIAT+RADIOTRACE ME","BIOL","435",,"3.0","Check academic program site"
"http://focu.io/data#BIOL438","ADVANCED TOPICS IN ZOOLOGY","BIOL","438",,"3.0","Check academic program site"
"http://focu.io/data#BIOL439","ADVANCED TOPICS IN ZOOLOGY","BIOL","439",,"3.0","Check academic program site"
"http://focu.io/data#BIOL443","Plant Molecular Genetics","BIOL","443",,"3.0","Check academic program site"
"http://focu.io/data#BIOL450","TECHNIQUES IN ECOLOGY","BIOL","450",,"3.0","Laboratory"
"http://focu.io/data#BIOL451","Field Ecology","BIOL","451",,"3.0","2 weeks of fieldwork in a research station "
"http://focu.io/data#BIOL452","Population and Conservation Genetics","BIOL","452",,"3.0","Check academic program site"
"http://focu.io/data#BIOL457","Conservation Biology","BIOL","457",,"3.0","Check academic program site"
"http://focu.io/data#BIOL458","ADVANCED TOPICS IN ECOLOGY","BIOL","458",,"3.0","Check academic program site"
"http://focu.io/data#BIOL459","ADVANCED TOPICS IN ECOLOGY","BIOL","459",,"3.0","Check academic program site"
"http://focu.io/data#BIOL461","Advanced Genetics","BIOL","461",,"3.0","Check academic program site"
"http://focu.io/data#BIOL462","Immunology","BIOL","462",,"3.0","Check academic program site"
"http://focu.io/data#BIOL466","Advanced Techniques in Molecular Biology","BIOL","466",,"3.0","Laboratory"
"http://focu.io/data#BIOL467","Advanced Cell Biology","BIOL","467",,"3.0","Check academic program site"
"http://focu.io/data#BIOL468","ADV TOPICS-CELL+MOLEC BIOL","BIOL","468",,"3.0","Check academic program site"
"http://focu.io/data#BIOL469","ADV TOP-CELL&MOLECULAR BIOL","BIOL","469",,"3.0","Check academic program site"
"http://focu.io/data#BIOL472","Virology","BIOL","472",,"3.0","Check academic program site"
"http://focu.io/data#BIOL473","Environmental Microbiology","BIOL","473",,"3.0","Check academic program site"
"http://focu.io/data#BIOL474","Cellular Neuroscience","BIOL","474",,"3.0","Check academic program site"
"http://focu.io/data#BIOL475","Biological Computing and Synthetics Biology","BIOL","475",,"3.0","Check academic program site"
"http://focu.io/data#BIOL476","Microfluidic Devices for Synthetic Biology","BIOL","476",,"3.0","Check academic program site"
"http://focu.io/data#BIOL480","Bioinformatics","BIOL","480",,"3.0","Computer lab"
"http://focu.io/data#BIOL481","Structural Genomics","BIOL","481",,"3.0","Check academic program site"
"http://focu.io/data#BIOL482","Functional Genomics","BIOL","482",,"3.0","Check academic program site"
"http://focu.io/data#BIOL484","Industrial and Environmental Biotechnology","BIOL","484",,"3.0","Check academic program site"
"http://focu.io/data#BIOL485","Agriculture and Agri-Food Biotechnology","BIOL","485",,"3.0","Check academic program site"
"http://focu.io/data#BIOL486","High-throughput Instrumentation","BIOL","486",,"3.0","Real-world project/assignment"
"http://focu.io/data#BIOL498","ADVANCED TOPICS IN BIOLOGY","BIOL","498",,"3.0","Internship field work in tropical environment/seminar"
"http://focu.io/data#BIOL498R","ADVANCED TOPICS IN BIOLOGY SCIENTIFIC COMMUNICATION","BIOL","498R",,"3.0","Check academic program site"
"http://focu.io/data#BIOL510","BIOINFORMATICS","BIOL","510",,"3.0","Computer lab"
"http://focu.io/data#BIOL511","STRUCTURAL GENOMICS","BIOL","511",,"3.0","Check academic program site"
"http://focu.io/data#BIOL512","FUNCTIONAL GENOMICS","BIOL","512",,"3.0","Check academic program site"
"http://focu.io/data#BIOL515","LABORATORY","BIOL","515",,"3.0","Laboratory"
"http://focu.io/data#BIOL521","INDUSTRIAL & ENVIRON BIOTECH","BIOL","521",,"3.0","Check academic program site"
"http://focu.io/data#BIOL523","AGRICULTURE AGRI-FOOD BIOTEC","BIOL","523",,"3.0","Check academic program site"
"http://focu.io/data#BIOL524","HIGH THROUGHPUT INSTRUMENTAT","BIOL","524",,"3.0","Real-world project/assignment"
"http://focu.io/data#BIOL525","Biological Computing and Synthetic Biology","BIOL","525",,"3.0","Check academic program site"
"http://focu.io/data#BIOL601","READINGS/ECOLOGY&BEHAVIOUR I","BIOL","601",,"3.0","Check academic program site"
"http://focu.io/data#BIOL602","Readings in Cell and Molecular Biology I","BIOL","602",,"3.0","Check academic program site"
"http://focu.io/data#BIOL602O","Readings in Cell and Molecular Biology I - Membrane trafficking & organelle biogenesis","BIOL","602O",,"3.0","Check academic program site"
"http://focu.io/data#BIOL606","RDGS/ORGANISMAL BIOLOGY I","BIOL","606",,"3.0","Check academic program site"
"http://focu.io/data#BIOL607","RDGS/ECOLOGY & BEHAVIOUR II","BIOL","607",,"3.0","Check academic program site"
"http://focu.io/data#BIOL608","RDGS/CELL & MOLEC BIOLOGY II","BIOL","608",,"3.0","Check academic program site"
"http://focu.io/data#BIOL611","SPECIAL TOPICS IN ECOLOGY I","BIOL","611",,"3.0","Check academic program site"
"http://focu.io/data#BIOL612","ADVANCED TOPICS IN EVOLUTION","BIOL","612",,"3.0","Check academic program site"
"http://focu.io/data#BIOL613","ADVANCED TOPICS IN ECOLOGY","BIOL","613",,"3.0","Check academic program site"
"http://focu.io/data#BIOL614","ADVANCED TOPICS IN ECOLOGY","BIOL","614",,"3.0","2 weeks of fieldwork in a research station "
"http://focu.io/data#BIOL615","ADV TOPICS IN ANIMAL BIOLOGY","BIOL","615",,"3.0","Check academic program site"
"http://focu.io/data#BIOL616","SPECIAL TOPICS IN ECOLOGY II","BIOL","616",,"3.0","Check academic program site"
"http://focu.io/data#BIOL620P","Readings in Cell & Molecular Biology I - Metazoan Cell Division & Tissue Develop.","BIOL","620P",,"3.0","Check academic program site"
"http://focu.io/data#BIOL622","ADVANCED TECHNIQUES/ECOLOGY","BIOL","622",,"3.0","Laboratory"
"http://focu.io/data#BIOL623","ADV APPLIED ECOL CONSERVAT N","BIOL","623",,"3.0","Check academic program site"
"http://focu.io/data#BIOL625","SPEC TOP/ORGANISMAL BIOL I","BIOL","625",,"3.0","Check academic program site"
"http://focu.io/data#BIOL630","ADV TOPICS/BIOINFORMATICS","BIOL","630",,"3.0","Computer lab"
"http://focu.io/data#BIOL631","ADVANCED TOPICS IN BIOTECHNOLOGY","BIOL","631",,"3.0","Real-world project/assignment"
"http://focu.io/data#BIOL631D","ADVANCED TOP/BIOTECHNOLOGY FUNCTIONAL GENOMICS","BIOL","631D",,"3.0","Check academic program site"
"http://focu.io/data#BIOL632","ADV TOPICS/CELL BIOLOGY","BIOL","632",,"3.0","Check academic program site"
"http://focu.io/data#BIOL633","ADVANCED IMMUNOLOGY","BIOL","633",,"3.0","Check academic program site"
"http://focu.io/data#BIOL634","ADVANCED CELL BIOLOGY","BIOL","634",,"3.0","Check academic program site"
"http://focu.io/data#BIOL635","ADV TOP/MOLECULAR GENETICS","BIOL","635",,"3.0","Check academic program site"
"http://focu.io/data#BIOL670","SCIENTIFIC COMMUNICATION","BIOL","670",,"3.0","Workshops"
"http://focu.io/data#BIOL680","ADVANCED TOPICS IN BIOLOGY","BIOL","680",,"3.0","Computer lab"
"http://focu.io/data#BIOL681","SPECIAL TOPICS-TOXICOLOGY I","BIOL","681",,"3.0","Check academic program site"
"http://focu.io/data#BIOL683","SPECIAL TOPICS IN BIO/CHEM I","BIOL","683",,"3.0","Check academic program site"
"http://focu.io/data#BIOL684","SPEC TOPICS IN BIOL CHEM II","BIOL","684",,"3.0","Check academic program site"
"http://focu.io/data#BIOL685","ADV TOPICS/MICROBIOLOGY","BIOL","685",,"3.0","Check academic program site"
"http://focu.io/data#BIOL687","ADVANCED MOLECULAR GENETICS","BIOL","687",,"3.0","Check academic program site"
"http://focu.io/data#BIOL689","ADV TECH/MOLECULAR BIOLOGY","BIOL","689",,"3.0","Laboratory"
"http://focu.io/data#BIOL690","ADVANCED GENE STRUCTURE","BIOL","690",,"3.0","Check academic program site"
"http://focu.io/data#BIOL801","PEDAGOGICAL TRAINING","BIOL","801",,"3.0","Pedagogical Practicum"
"http://focu.io/data#BIOL802","RESEARCH SEMINAR","BIOL","802",,"3.0","Research seminar"
"http://focu.io/data#BIOL821","SPEC TOP/CELL & MOLEC BIOL","BIOL","821",,"3.0","Check academic program site"
"http://focu.io/data#BIOP393","SEL TOPICS IN BIO-PHYS EDUC","BIOP","393",,"3.0","Check academic program site"
"http://focu.io/data#BIOP493","ADV TOPICS IN BIO-PHYS EDUC","BIOP","493",,"3.0","Check academic program site"
"http://focu.io/data#BIOP495","ADV TOPICS IN BIO-PHYS EDUC","BIOP","495",,"3.0","Check academic program site"
"http://focu.io/data#BIOP497","SEL TOPICS IN BIO-PHYS EDUC","BIOP","497",,"3.0","Check academic program site"
"http://focu.io/data#BIOP499","SEL TOPICS IN BIO-PHYS EDUC","BIOP","499",,"3.0","Check academic program site"
"http://focu.io/data#BIOP597","ADVAN TOPICS IN BIO-PHYS ED","BIOP","597",,"3.0","Check academic program site"
"http://focu.io/data#BIOP599","ADVAN TOPICS IN BIO-PHYS ED","BIOP","599",,"3.0","Check academic program site"
"http://focu.io/data#BLDG212","Building Engineering Drawing and Introduction to Design","BLDG","212",,"3.0","Check academic program site"
"http://focu.io/data#BLDG341","Building Engineering Systems","BLDG","341",,"3.0","Check academic program site"
"http://focu.io/data#BLDG463","Building Envelope Design","BLDG","463",,"3.0","On-site investigation"
"http://focu.io/data#BLDG465","Fire and Smoke Control in Buildings","BLDG","465",,"3.0","Check academic program site"
"http://focu.io/data#BLDG472","BLDG.ENERGY CONSERVAT N.TECH","BLDG","472",,"3.0","Check academic program site"
"http://focu.io/data#BLDG473","Building Acoustics","BLDG","473",,"3.0","Check academic program site"
"http://focu.io/data#BLDG474","Building Illumination and Daylighting","BLDG","474",,"3.0","Check academic program site"
"http://focu.io/data#BLDG475","Indoor Air Quality","BLDG","475",,"3.0","Check academic program site"
"http://focu.io/data#BLDG476","Thermal Analysis of Buildings","BLDG","476",,"3.0","Laboratory: 1 hour per week"
"http://focu.io/data#BLDG477","Control Systems in Buildings","BLDG","477",,"3.0","Check academic program site"
"http://focu.io/data#BLDG478","Project Management for Construction","BLDG","478",,"3.0","Check academic program site"
"http://focu.io/data#BLDG479","Commissioning of HVAC Systems in Buildings","BLDG","479",,"3.0","Check academic program site"
"http://focu.io/data#BLDG480","Building Information Modelling in Construction","BLDG","480",,"3.0","Check academic program site"
"http://focu.io/data#BLDG481","Fundamentals of Facility Management","BLDG","481",,"3.0","Check academic program site"
"http://focu.io/data#BLDG482","Impact of Technology on Society and Architecture","BLDG","482",,"3.0","Check academic program site"
"http://focu.io/data#BLDG484","Diagnostics and Rehabilitation of Building Envelope","BLDG","484",,"3.0","Check academic program site"
"http://focu.io/data#BLDG491","Labour and Industrial Relations in Construction","BLDG","491",,"3.0","Check academic program site"
"http://focu.io/data#BLDG492","Construction Processes","BLDG","492",,"3.0","Site visits"
"http://focu.io/data#BLDG493","Legal Issues in Construction","BLDG","493",,"3.0","Check academic program site"
"http://focu.io/data#BLDG498","TOPICS/BLDG ENGINEERING","BLDG","498",,"3.0","Check academic program site"
"http://focu.io/data#BLDG690","TOPICS IN BLDG ENGINEERING I","BLDG","690",,"3.0","Check academic program site"
"http://focu.io/data#BLDG769","SELECT TOPICS - BLDG SCIENCE","BLDG","769",,"3.0","Check academic program site"
"http://focu.io/data#BLDG779","SELECTED TOP IN BLDG ENVIRON","BLDG","779",,"3.0","Check academic program site"
"http://focu.io/data#BLDG789","SELECT TOP:CONSTRUCT MANAGE","BLDG","789",,"3.0","Check academic program site"
"http://focu.io/data#BSTA378","STAT. MODELS-DATA ANALYSIS","BSTA","378",,"3.0","Check academic program site"
"http://focu.io/data#BSTA445","STAT SOFTWR/DATA MANA & ANAL","BSTA","445",,"3.0","Lab work"
"http://focu.io/data#BSTA450","STATISTICAL MODELS FOR DATA ANALYSIS","BSTA","450",,"3.0","Analyses of real-life data using statistical software packages"
"http://focu.io/data#BSTA477","MANAGERIAL FORECASTING","BSTA","477",,"3.0","Business and economic databases are analyzed using statistical software packages"
"http://focu.io/data#BSTA478","DATA MINING TECHNIQUES","BSTA","478",,"3.0","Practical experience"
"http://focu.io/data#BSTA645","Statistical Software for Data Management and Analysis","BSTA","645",,"3.0","Check academic program site"
"http://focu.io/data#BSTA677","Business Forecasting","BSTA","677",,"3.0","Check academic program site"
"http://focu.io/data#BSTA678","Data Mining Techniques","BSTA","678",,"3.0","Check academic program site"
"http://focu.io/data#BSTA679","STATISTICAL MODELS FOR DATA ANALYSIS","BSTA","679",,"3.0","Check academic program site"
"http://focu.io/data#BSTA695","Seminar in Special Topics","BSTA","695",,"3.0","Check academic program site"
"http://focu.io/data#BTM200","FUNDMNTLS OF INFO TECHNOLOGY","BTM","200",,"3.0","Check academic program site"
"http://focu.io/data#BTM380","Introduction to Business Application Development","BTM","380",,"3.0","Check academic program site"
"http://focu.io/data#BTM382","Database Management","BTM","382",,"3.0","Check academic program site"
"http://focu.io/data#BTM387","E-Business","BTM","387",,"3.0","Check academic program site"
"http://focu.io/data#BTM395","INTERNET PROGRAMMING","BTM","395",,"3.0","Check academic program site"
"http://focu.io/data#BTM430","ENT RES PLNG&INFO TECH INTG","BTM","430",,"3.0","Integration of technological and business resources for analysis of practical business problems and processes via the use of enterprise resource planning applications"
"http://focu.io/data#BTM440","Business Information Systems Risks, Security and Audit","BTM","440",,"3.0","Applied learning through intensive case, hands-on experience-on IT auditing and security management project"
"http://focu.io/data#BTM480","Project Management","BTM","480",,"3.0","Use of project management software and business cases"
"http://focu.io/data#BTM481","Information Systems Analysis","BTM","481",,"3.0","Analysis of real business processes for the development of requirements for information systems applications"
"http://focu.io/data#BTM490","Special Topics in Business Technology Management","BTM","490",,"3.0","Check academic program site"
"http://focu.io/data#BTM495","Information Systems Design and Implementation","BTM","495",,"3.0","Designing and prototyping IT solutions for real-life projects"
"http://focu.io/data#BTM496","Information Technology Strategy, Management, and Sourcing","BTM","496",,"3.0","Development of the request for proposal for information systems for real life business applications"
"http://focu.io/data#BTM633","Strategic Management of Information Technology","BTM","633","https://www.concordia.ca/jmsb/mba/program/curriculum/supply-chain-btm-electives.html","3.0","Students critically evaluate IT and business problems with a focus on strategic management of IT for competitive advantage."
"http://focu.io/data#BTM660","Project Management","BTM","660",,"3.0","Check academic program site"
"http://focu.io/data#BTM695","Seminar in Special Topics","BTM","695",,"3.0","Check academic program site"
"http://focu.io/data#CART210","New Media Theory","CART","210",,"3.0","Check academic program site"
"http://focu.io/data#CART211","Creative Computing and Network Culture","CART","211",,"3.0","Check academic program site"
"http://focu.io/data#CART212","Digital Media Studio I","CART","212",,"3.0","Check academic program site"
"http://focu.io/data#CART214","Visual Form and Communication","CART","214",,"3.0","Check academic program site"
"http://focu.io/data#CART215","Introduction to Game Design","CART","215",,"3.0","Check academic program site"
"http://focu.io/data#CART253","Creative Computation I","CART","253",,"3.0","Check academic program site"
"http://focu.io/data#CART255","New Media Theory","CART","255",,"3.0","Check academic program site"
"http://focu.io/data#CART263","Creative Computation II","CART","263",,"3.0","Check academic program site"
"http://focu.io/data#CART310","|Interaction Design Studio","CART","310",,"3.0","Check academic program site"
"http://focu.io/data#CART312","Digital Media Studio II","CART","312",,"3.0","Check academic program site"
"http://focu.io/data#CART315","Digital Game Prototyping","CART","315",,"3.0","Check academic program site"
"http://focu.io/data#CART345","Digital Texts and Typography I","CART","345",,"3.0","Check academic program site"
"http://focu.io/data#CART346","Digital Sound I: Theory and Practice of Real?Time Audio","CART","346",,"3.0","Check academic program site"
"http://focu.io/data#CART351","Networks and Navigation","CART","351",,"3.0","Check academic program site"
"http://focu.io/data#CART353","Creative Computation III","CART","353",,"3.0","Check academic program site"
"http://focu.io/data#CART355","TOPICS IN KINETIC IMAGERY","CART","355",,"3.0","Check academic program site"
"http://focu.io/data#CART356","TOPICS/ABSTRACT SOUNDSCAPES","CART","356",,"3.0","Check academic program site"
"http://focu.io/data#CART357","Topics in Digital Space","CART","357",,"3.0","Check academic program site"
"http://focu.io/data#CART358","Topics in Senses and Perception","CART","358",,"3.0","Check academic program site"
